image_names,label,xmin,xmax,ymin,ymax
000307.jpg,coffee_table,1882.387609,2056.470174,1073.073492,1247.496408
000307.jpg,twin_sink,1911.07535,2055.945632,1243.540778,1648.695398
000117.jpg,large_sink,1278.113963,1473.539963,1281.847426,1474.996426
000117.jpg,twin_sink,232.075211,378.700488,1676.542933,2083.45255
000117.jpg,round_table,2081.109982,2559.551361,2199.104855,2676.664455
000117.jpg,large_sofa,595.507958,1040.238882,2258.799835,2750.705372
000117.jpg,small_sofa,944.889828,1196.81744,2829.516971,3059.860003
000117.jpg,dining_table,2113.273221,2515.510221,1206.640705,1562.941705
000117.jpg,coffee_table,2601.175906,2842.953706,990.736619,1232.989619
000117.jpg,coffee_table,2598.850426,2840.628226,2911.669561,3153.922561
000117.jpg,coffee_table,533.606164,708.58157,2025.815606,2201.129603
000117.jpg,tub,771.708292,955.353292,1570.305087,1970.958087
000117.jpg,coffee_table,2445.64108,2635.929356,215.605536,406.263716
000117.jpg,twin_sink,2471.880782,2839.809609,590.515744,723.684694
000117.jpg,coffee_table,229.477594,471.255394,2908.613501,3150.866501
000117.jpg,coffee_table,2628.853638,2819.141914,215.40664,406.06482
000117.jpg,sink,2222.117256,2480.994356,590.639985,721.713752
000117.jpg,coffee_table,2261.912509,2452.200785,215.405532,406.063711
000150.jpg,large_sink,1278.113963,1473.539963,1281.847426,1474.996426
000150.jpg,small_sink,232.075211,384.337211,1782.284744,1977.710744
000150.jpg,round_table,2068.38817,2542.150146,2181.21802,2655.896646
000150.jpg,large_sofa,585.837425,1021.632351,2247.354183,2743.703607
000150.jpg,small_sofa,941.531946,1200.175327,2825.734205,3063.642768
000150.jpg,coffee_table,2600.215824,2841.993624,874.086721,1116.339721
000150.jpg,dining_table,2136.241221,2492.542221,1160.704705,1562.941705
000150.jpg,tub,771.708292,955.353292,1570.305087,1970.958087
000150.jpg,coffee_table,2445.64108,2635.929356,215.605536,406.263716
000150.jpg,twin_sink,2471.880782,2839.809609,590.515744,723.684694
000150.jpg,coffee_table,229.477594,471.255394,2908.613501,3150.866501
000150.jpg,coffee_table,2261.912509,2452.200785,215.405532,406.063711
000150.jpg,sink,2222.117256,2480.994356,590.639985,721.713752
000150.jpg,coffee_table,2628.853638,2819.141914,215.40664,406.06482
000446.jpg,large_sink,1766.164031,1959.335887,1458.669522,1648.612455
000446.jpg,small_sink,1257.193945,1407.201798,1393.705313,1587.730093
000446.jpg,tub,1508.765779,1906.212722,956.165781,1136.604713
000446.jpg,dining_table,1230.838556,1583.933497,536.55256,935.583503
000446.jpg,coffee_table,1228.43677,1411.322663,87.481147,270.728362
000446.jpg,bed,95.855171,312.765705,86.971114,424.384452
000446.jpg,coffee_table,405.127156,648.916314,605.314192,848.865162
000446.jpg,small_sofa,1682.431124,1897.718058,643.154443,881.250978
000446.jpg,small_sofa,654.979376,966.640051,857.395879,1174.102759
000446.jpg,large_sofa,97.360742,293.639675,642.369254,1112.363401
000446.jpg,small_sofa,694.186695,959.125844,331.540885,577.066899
000446.jpg,coffee_table,1798.771672,1958.412448,1200.706217,1360.033846
000446.jpg,sink,1679.17937,1958.041613,87.041682,226.219846
000446.jpg,coffee_table,95.569899,302.014051,1441.50159,1648.355243
000446.jpg,small_sofa,311.244721,506.270932,1472.094791,1648.547824
000446.jpg,sink,1405.298363,1684.160606,87.402282,226.580446
000164.jpg,large_sink,1278.113963,1473.539963,1281.847426,1474.996426
000164.jpg,sink,232.075211,373.427411,1740.021644,2019.973844
000164.jpg,round_table,1994.899609,2482.630108,2088.764271,2577.670326
000164.jpg,large_sofa,545.658399,1051.761823,2289.292469,2695.209175
000164.jpg,small_sofa,948.395453,1193.311825,2833.434321,3055.942652
000164.jpg,coffee_table,2600.233193,2842.010993,876.197332,1118.450332
000164.jpg,dining_table,2136.241221,2492.542221,1160.704705,1562.941705
000164.jpg,tub,771.708292,955.353292,1570.305087,1970.958087
000164.jpg,coffee_table,2445.64108,2635.929356,215.605536,406.263716
000164.jpg,twin_sink,2471.880782,2839.809609,590.515744,723.684694
000164.jpg,coffee_table,229.477594,471.255394,2908.613501,3150.866501
000164.jpg,coffee_table,2628.853638,2819.141914,215.40664,406.06482
000164.jpg,coffee_table,2261.912509,2452.200785,215.405532,406.063711
000164.jpg,sink,2222.117256,2480.994356,590.639985,721.713752
000928.jpg,large_sink,2551.439966,2748.896966,1659.51438,1853.79938
000928.jpg,small_sofa,3062.284352,3326.354646,533.618699,777.494668
000928.jpg,small_sink,2593.58088,2747.819377,1363.24467,1561.494663
000928.jpg,sink,3521.164003,3907.990919,515.248486,709.187126
000928.jpg,dining_table,1690.758209,2094.395209,425.712004,783.355004
000928.jpg,large_sofa,191.449578,392.078578,182.48607,657.17587
000928.jpg,small_sofa,577.621213,891.489861,185.040755,489.574147
000928.jpg,small_sofa,3301.001716,3584.187592,1429.778442,1727.249522
000928.jpg,coffee_table,2895.509594,3100.945693,1648.853285,1854.688418
000928.jpg,coffee_table,191.963328,399.537637,1017.107925,1225.061327
000928.jpg,coffee_table,2522.570173,2730.510052,1130.179993,1337.677303
000928.jpg,armchair,2999.626304,3324.565016,895.941966,1216.967246
000928.jpg,armchair,1400.051834,1725.411938,1530.615649,1854.420166
000822.jpg,coffee_table,49.09511,278.650306,573.734673,803.743505
000822.jpg,tub,1213.637727,1420.046816,353.255575,807.112446
000822.jpg,coffee_table,1693.5919,1859.063799,309.760175,475.554658
000822.jpg,twin_sink,2180.663018,2343.356106,107.554836,564.19051
000822.jpg,dining_table,3098.457946,3499.018379,250.978697,605.603124
000822.jpg,coffee_table,826.800482,1024.31403,1121.914771,1319.816427
000822.jpg,bed,48.489968,387.432794,837.467103,1055.907115
000822.jpg,small_sofa,273.884344,575.872721,512.907776,802.55169
000822.jpg,coffee_table,45.989368,275.544565,1604.447612,1834.456443
000822.jpg,armchair,270.69827,592.961244,1513.607273,1834.937882
000822.jpg,bed,49.01921,387.962036,72.204599,290.644611
000822.jpg,bed,1437.431432,1655.871444,1121.809062,1460.751888
000822.jpg,bed,1648.897574,1867.337586,1121.303309,1460.246134
000822.jpg,coffee_table,1915.255033,2144.810229,1609.314981,1839.323812
000822.jpg,small_sofa,1625.771437,1919.758432,1557.774277,1837.367981
000822.jpg,large_sink,1666.588056,1858.060465,70.72093,265.66792
000822.jpg,small_sink,1214.813027,1366.596012,71.69695,267.742521
000822.jpg,armchair,3609.007943,3927.759082,64.459965,386.624923
000822.jpg,coffee_table,828.858709,1026.760365,1644.126372,1841.63992
000822.jpg,coffee_table,830.55015,1028.451806,1408.480464,1605.994012
000822.jpg,coffee_table,976.942057,1174.843713,70.595459,268.109007
000822.jpg,coffee_table,977.055842,1174.957498,261.864782,459.37833
000677.jpg,large_sink,370.339998,573.464334,1156.769522,1362.707303
000677.jpg,sink,631.741663,911.794047,1156.158462,1297.435832
000677.jpg,coffee_table,1619.055188,1834.072075,1310.095647,1525.713065
000677.jpg,twin_sink,1619.807626,1766.364733,772.893065,1180.063177
000677.jpg,round_table,1994.688598,2464.426601,282.859357,753.54896
000677.jpg,large_sofa,3125.43869,3598.983094,906.419842,1105.903417
000677.jpg,coffee_table,3237.117777,3452.53361,1281.337481,1497.227431
000677.jpg,bed,206.628405,426.769637,788.653708,1129.449898
000677.jpg,bed,1899.434208,2240.230398,1922.138475,2142.279702
000677.jpg,armchair,2810.744213,3123.898988,1350.95539,1671.524879
000677.jpg,coffee_table,3387.048179,3600.036726,381.532155,594.937521
000677.jpg,large_sofa,1393.720743,1593.204319,126.694583,600.238986
000677.jpg,coffee_table,772.449765,1002.423718,899.027896,1129.453409
000677.jpg,coffee_table,978.898617,1220.728397,1969.294594,2211.600174
000677.jpg,large_sofa,207.644511,681.188915,1553.036389,1752.519965
000677.jpg,armchair,2790.622157,3114.358461,1000.00094,1323.737244
000677.jpg,tub,208.555008,378.414285,1156.636232,1526.634716
000677.jpg,coffee_table,614.361168,844.335121,125.431774,355.857288
000677.jpg,armchair,587.073938,877.581182,345.994513,628.74355
000677.jpg,bed,204.992895,434.627079,2293.510443,2649.228472
000677.jpg,coffee_table,426.370155,571.417033,2502.725817,2648.05058
000677.jpg,bed,993.144181,1222.778364,2293.226999,2648.945027
000677.jpg,coffee_table,854.727237,1001.14393,2501.778425,2648.476082
000677.jpg,coffee_table,1656.910236,1886.884189,2602.205735,2832.631248
000677.jpg,armchair,1648.102565,1895.937545,2360.759238,2608.07938
000677.jpg,coffee_table,3261.477167,3440.494886,2332.967453,2512.33252
000677.jpg,coffee_table,2971.916941,3150.934661,2469.918475,2649.283541
000677.jpg,coffee_table,3429.22028,3608.237999,2333.660945,2513.026012
000677.jpg,coffee_table,2803.73144,2982.749159,2470.428589,2649.793656
000148.jpg,large_sink,1278.113963,1473.539963,1281.847426,1474.996426
000148.jpg,sink,232.075211,373.427411,1740.021644,2019.973844
000148.jpg,large_sofa,622.249145,1118.598565,2321.138046,2756.932972
000148.jpg,small_sofa,944.889828,1196.81744,2829.516971,3059.860003
000148.jpg,dining_table,2136.241221,2492.542221,1160.704705,1562.941705
000148.jpg,small_sofa,463.394943,622.370836,2025.836896,2201.129608
000148.jpg,round_table,2088.598268,2575.6088,2209.120615,2696.863178
000148.jpg,coffee_table,2600.17805,2841.95585,869.497076,1111.750076
000148.jpg,coffee_table,2598.850426,2840.628226,2911.669561,3153.922561
000148.jpg,tub,771.708292,955.353292,1570.305087,1970.958087
000148.jpg,coffee_table,2445.64108,2635.929356,215.605536,406.263716
000148.jpg,twin_sink,2471.880782,2839.809609,590.515744,723.684694
000148.jpg,coffee_table,229.477594,471.255394,2908.613501,3150.866501
000148.jpg,sink,2222.117256,2480.994356,590.639985,721.713752
000148.jpg,coffee_table,2628.853638,2819.141914,215.40664,406.06482
000148.jpg,coffee_table,2261.912509,2452.200785,215.405532,406.063711
000343.jpg,bed,225.630677,443.99228,711.454766,1050.31917
000343.jpg,coffee_table,908.969296,1084.075153,242.883324,418.331628
000343.jpg,small_sofa,198.27985,515.102198,147.468517,458.135816
000343.jpg,tub,1633.519138,2034.469984,393.751033,576.555257
000343.jpg,sink,1149.795407,1427.992607,113.646107,253.243307
000343.jpg,large_sink,1846.487599,2038.059756,113.665849,308.19461
000343.jpg,dining_table,1265.036044,1698.492553,1318.082522,1717.888853
000343.jpg,large_sofa,595.663304,1067.108504,1076.500984,1274.230984
000343.jpg,coffee_table,550.150661,724.75551,1370.757229,1545.339038
000343.jpg,small_sofa,836.07759,1128.88706,1418.905231,1697.070035
000343.jpg,small_sofa,187.181107,502.365121,1417.46612,1736.581349
000343.jpg,small_sofa,1796.007056,2012.745056,812.834323,1052.381923
000343.jpg,coffee_table,1662.824423,1836.906988,600.52487,774.947786
000343.jpg,coffee_table,1828.830438,2002.913003,600.258722,774.681638
000343.jpg,coffee_table,1497.405478,1671.488042,600.111558,774.534474
000343.jpg,coffee_table,1882.387609,2056.470174,1073.073492,1247.496408
000343.jpg,twin_sink,1911.07535,2055.945632,1243.540778,1648.695398
000183.jpg,large_sink,1278.113963,1473.539963,1281.847426,1474.996426
000183.jpg,small_sink,232.075211,384.337211,1782.284744,1977.710744
000183.jpg,coffee_table,414.996313,589.97172,2025.815606,2201.129603
000183.jpg,round_table,1922.169308,2361.176131,1988.451645,2428.800695
000183.jpg,large_sofa,581.878653,1068.752456,2283.039441,2736.175979
000183.jpg,small_sofa,932.384708,1209.322566,2815.238681,3074.138293
000183.jpg,coffee_table,2600.451963,2842.229763,902.777738,1145.030738
000183.jpg,tub,771.708292,955.353292,1570.305087,1970.958087
000183.jpg,coffee_table,2445.64108,2635.929356,215.605536,406.263716
000183.jpg,twin_sink,2471.880782,2839.809609,590.515744,723.684694
000183.jpg,coffee_table,229.477594,471.255394,2908.613501,3150.866501
000183.jpg,coffee_table,2261.912509,2452.200785,215.405532,406.063711
000183.jpg,coffee_table,2628.853638,2819.141914,215.40664,406.06482
000033.jpg,coffee_table,646.602156,889.054956,535.824151,778.752151
000033.jpg,large_sofa,1837.804367,2037.964367,1673.775684,2147.650884
000033.jpg,coffee_table,1479.920483,1712.733134,203.772337,437.040475
000033.jpg,tub,2581.740558,2766.060558,1798.326338,2199.654338
000033.jpg,small_sink,2051.424454,2205.036454,1869.461831,2066.813831
000033.jpg,sink,775.14827,1055.77547,204.618575,346.645775
000033.jpg,dining_table,659.16994,1061.40627,930.31569,1366.2022
000033.jpg,coffee_table,2039.393912,2272.206564,950.326913,1183.595051
000033.jpg,dining_table,5019.933884,5444.705318,1953.102902,2338.668212
000033.jpg,bed,3375.505213,3596.296813,738.976144,1080.270547
000033.jpg,coffee_table,3270.565372,3503.378023,1198.180843,1431.448981
000033.jpg,coffee_table,3385.715371,3710.28389,1639.33781,1963.460142
000033.jpg,armchair,2977.518726,3271.297964,1584.275879,1888.613496
000033.jpg,large_sofa,2845.792688,3357.101329,1999.773187,2359.832875
000033.jpg,armchair,2252.870644,2518.318829,2039.628575,2301.997093
000033.jpg,armchair,3597.173975,3845.110216,898.797373,1147.247798
000033.jpg,armchair,5889.577806,6157.187233,1713.127738,1984.83754
000033.jpg,armchair,1214.34637,1535.854698,1806.936275,2131.548912
000033.jpg,small_sofa,5616.240055,5891.002362,1390.660942,1646.921016
000033.jpg,sink,1072.413526,1353.040726,205.345386,347.372586
000024.jpg,coffee_table,479.383999,721.836799,535.824151,778.752151
000024.jpg,armchair,1793.135567,2037.964367,1708.192822,1953.021622
000024.jpg,coffee_table,1479.920483,1712.733134,203.772337,437.040475
000024.jpg,tub,2581.740558,2766.060558,1798.326338,2199.654338
000024.jpg,large_sink,2051.541331,2248.317331,1885.952513,2079.776513
000024.jpg,sink,441.139007,721.766207,203.801926,345.829126
000024.jpg,coffee_table,2039.393912,2272.206564,950.326913,1183.595051
000024.jpg,round_table,4860.116168,5341.578016,1693.189501,2175.497197
000024.jpg,bed,3425.649732,3646.441332,739.141639,1080.436043
000024.jpg,coffee_table,3271.684882,3504.497533,1198.176311,1431.444449
000024.jpg,coffee_table,3387.812774,3708.186491,1640.78501,1962.012938
000024.jpg,armchair,2977.518726,3271.297964,1584.275879,1888.613496
000024.jpg,large_sofa,1203.471054,1639.940915,1647.906588,2144.931034
000024.jpg,large_sofa,6024.154363,6330.870389,1784.598257,2290.681267
000024.jpg,twin_sink,980.841748,1388.426368,205.279798,352.58008
000024.jpg,large_sofa,5786.742424,6002.972852,1451.553185,1931.779555
000184.jpg,large_sink,1278.113963,1473.539963,1281.847426,1474.996426
000184.jpg,twin_sink,232.075211,378.700488,1676.542933,2083.45255
000184.jpg,round_table,1936.889158,2390.855316,2010.797108,2463.429212
000184.jpg,large_sofa,555.774704,1047.680241,2271.853832,2716.584755
000184.jpg,small_sofa,924.70304,1217.004233,2806.10991,3083.267058
000184.jpg,coffee_table,474.274063,649.24947,2025.815606,2201.129603
000184.jpg,coffee_table,2598.850426,2840.628226,2911.669561,3153.922561
000184.jpg,coffee_table,2600.451394,2842.229194,902.708408,1144.961408
000184.jpg,dining_table,2136.241221,2492.542221,1160.704705,1562.941705
000184.jpg,tub,771.708292,955.353292,1570.305087,1970.958087
000184.jpg,coffee_table,2445.64108,2635.929356,215.605536,406.263716
000184.jpg,twin_sink,2471.880782,2839.809609,590.515744,723.684694
000184.jpg,coffee_table,229.477594,471.255394,2908.613501,3150.866501
000184.jpg,sink,2222.117256,2480.994356,590.639985,721.713752
000184.jpg,coffee_table,2628.853638,2819.141914,215.40664,406.06482
000184.jpg,coffee_table,2261.912509,2452.200785,215.405532,406.063711
000220.jpg,bed,1124.948108,1609.238222,1275.426676,1586.883517
000220.jpg,coffee_table,443.310948,603.442372,102.385104,262.825101
000220.jpg,sink,1992.706591,2133.893791,1129.250397,1409.037597
000220.jpg,armchair,573.839076,887.381491,356.852988,659.38889
000220.jpg,small_sofa,936.338726,1253.112739,696.300129,1017.005355
000220.jpg,coffee_table,1446.768794,1607.208791,1606.706838,1766.838262
000220.jpg,coffee_table,215.958435,376.458301,2127.035404,2288.096121
000220.jpg,dining_table,1677.580519,2079.652519,1490.943343,1847.079343
000220.jpg,armchair,113.463214,416.960831,368.07867,661.017911
000220.jpg,small_sink,1923.879392,2132.645552,85.255632,293.992641
000220.jpg,tub,923.268456,1184.43666,83.228062,658.161395
000220.jpg,large_sink,1940.143544,2136.229544,474.93995,667.92395
000220.jpg,twin_sink,1176.050888,1582.795507,84.366417,230.8267
000220.jpg,coffee_table,1952.053122,2137.333123,689.994142,875.634141
000439.jpg,large_sink,1766.164031,1959.335887,1458.669522,1648.612455
000439.jpg,sink,1257.193945,1395.340075,1352.344634,1629.090772
000439.jpg,tub,1508.765779,1906.212722,956.165781,1136.604713
000439.jpg,dining_table,1230.838556,1583.933497,536.55256,935.583503
000439.jpg,coffee_table,1228.43677,1411.322663,87.481147,270.728362
000439.jpg,bed,95.855171,433.268511,86.971111,303.881649
000439.jpg,large_sofa,97.051082,293.330015,602.732851,1072.726998
000439.jpg,coffee_table,405.767708,648.275759,606.301676,847.877681
000439.jpg,small_sofa,1682.431124,1897.718058,657.758102,895.854637
000439.jpg,coffee_table,1798.726512,1958.367289,1194.609709,1353.937337
000439.jpg,small_sofa,653.980207,967.639227,862.548007,1168.950634
000439.jpg,small_sofa,678.844414,974.468122,313.308374,595.299413
000439.jpg,sink,1679.17937,1958.041613,87.041682,226.219846
000439.jpg,coffee_table,95.569899,302.014051,1441.50159,1648.355243
000439.jpg,small_sofa,311.244721,506.270932,1472.094791,1648.547824
000606.jpg,large_sink,370.339998,573.464334,1156.769522,1362.707303
000606.jpg,small_sink,673.411571,869.282591,1156.158462,1308.634756
000606.jpg,coffee_table,1619.055188,1834.153094,1310.355517,1525.713065
000606.jpg,twin_sink,1619.952084,1766.509191,792.539836,1199.709948
000606.jpg,round_table,2082.192698,2551.930701,355.385334,826.074937
000606.jpg,large_sofa,3125.436611,3598.981014,906.086874,1105.57045
000606.jpg,coffee_table,3237.117781,3451.45906,1282.171528,1497.227431
000606.jpg,bed,206.628405,547.424595,909.308662,1129.449894
000606.jpg,bed,2020.08917,2240.230398,1922.138479,2262.934664
000606.jpg,large_sofa,1119.659916,1593.204319,126.694583,326.178159
000606.jpg,small_sofa,2790.622157,3112.369335,1000.00094,1319.495099
000606.jpg,coffee_table,3387.177253,3600.1658,402.184137,615.589503
000606.jpg,large_sofa,207.644511,681.188915,1553.036389,1752.519965
000606.jpg,tub,208.555008,378.414285,1156.636232,1526.634716
000606.jpg,coffee_table,614.361168,844.335121,125.431774,355.857288
000606.jpg,armchair,589.660374,875.045948,345.994508,624.637088
000606.jpg,bed,204.992895,434.627079,2293.510443,2649.228472
000606.jpg,coffee_table,426.370155,572.786848,2501.352923,2648.05058
000606.jpg,bed,993.144181,1222.778364,2293.226999,2648.945027
000606.jpg,coffee_table,854.727237,1001.14393,2501.778425,2648.476082
000606.jpg,coffee_table,1656.910236,1886.884189,2602.205735,2832.631248
000606.jpg,armchair,1636.458191,1907.581918,2341.061204,2608.07938
000606.jpg,coffee_table,2803.73144,2982.749159,2470.428589,2649.793656
000606.jpg,coffee_table,2971.916941,3150.934661,2469.918475,2649.283541
000606.jpg,coffee_table,3261.477167,3440.494886,2332.967453,2512.33252
000606.jpg,coffee_table,3429.22028,3608.237999,2333.660945,2513.026012
000849.jpg,coffee_table,49.09511,278.650306,573.734673,803.743505
000849.jpg,tub,1213.637727,1420.046816,353.255575,807.112446
000849.jpg,coffee_table,1693.5919,1859.063799,421.359594,587.154077
000849.jpg,twin_sink,2180.663018,2343.356106,107.554836,564.19051
000849.jpg,dining_table,3098.457946,3499.018379,250.978697,605.603124
000849.jpg,large_sofa,4059.585448,4257.393857,270.588703,742.112344
000849.jpg,coffee_table,826.800482,1024.31403,1121.914771,1319.816427
000849.jpg,bed,48.489968,266.92998,837.467103,1176.409929
000849.jpg,small_sofa,273.884344,593.839703,484.565616,802.55169
000849.jpg,coffee_table,45.989368,275.544565,1604.447612,1834.456443
000849.jpg,small_sofa,270.698268,581.990441,1532.807379,1834.937885
000849.jpg,bed,49.01921,387.962036,72.204599,290.644611
000849.jpg,bed,1437.431432,1655.871444,1121.809062,1460.751888
000849.jpg,bed,1648.897574,1867.337586,1121.303309,1460.246134
000849.jpg,coffee_table,1915.255033,2144.810229,1609.314981,1839.323812
000849.jpg,armchair,1637.816067,1919.758432,1547.425141,1837.367981
000849.jpg,large_sink,1663.113475,1858.060465,70.72093,262.193339
000849.jpg,sink,1214.813027,1493.088646,71.69695,211.372553
000849.jpg,small_sofa,3609.007946,3900.775013,64.459965,341.332108
000849.jpg,coffee_table,830.55015,1028.451806,1408.480464,1605.994012
000849.jpg,coffee_table,977.055842,1174.957498,261.864782,459.37833
000849.jpg,coffee_table,976.942057,1174.843713,70.595459,268.109007
000849.jpg,coffee_table,828.858709,1026.760365,1644.126372,1841.63992
000424.jpg,large_sink,1766.164031,1959.335887,1458.669522,1648.612455
000424.jpg,small_sink,1257.193945,1407.201798,1393.705313,1587.730093
000424.jpg,tub,1508.765779,1906.212722,956.165781,1136.604713
000424.jpg,dining_table,1230.838556,1583.933497,536.55256,935.583503
000424.jpg,coffee_table,1228.43677,1411.322663,87.481147,270.728362
000424.jpg,bed,95.855171,433.268511,86.971111,303.881649
000424.jpg,large_sofa,96.902378,293.181311,583.69847,1053.692617
000424.jpg,coffee_table,405.663225,648.380245,605.762775,848.416582
000424.jpg,small_sofa,1682.431124,1897.718058,548.405809,786.502344
000424.jpg,small_sofa,656.2531,965.366333,865.908311,1165.590327
000424.jpg,coffee_table,1798.828604,1958.469381,1208.39195,1367.719579
000424.jpg,sink,1679.17937,1958.041613,87.041682,226.219846
000424.jpg,coffee_table,95.569899,302.014051,1441.50159,1648.355243
000424.jpg,small_sofa,311.244721,506.270932,1472.094791,1648.547824
000424.jpg,sink,1405.298363,1684.160606,87.402282,226.580446
000242.jpg,bed,1124.948108,1609.238222,1275.426676,1586.883517
000242.jpg,coffee_table,426.691591,586.823015,102.447114,262.887111
000242.jpg,armchair,113.46321,436.300217,343.137947,661.017915
000242.jpg,sink,1992.663255,2133.850455,1112.870345,1392.657545
000242.jpg,coffee_table,1446.768794,1607.208791,1606.706838,1766.838262
000242.jpg,small_sofa,941.59357,1247.857892,696.300129,1010.913344
000242.jpg,dining_table,1677.580519,2079.652519,1490.943343,1847.079343
000242.jpg,coffee_table,1449.168042,1609.60804,1092.6482,1252.779624
000242.jpg,coffee_table,263.253784,425.38226,2161.912906,2324.293472
000242.jpg,small_sink,1923.879392,2132.645552,85.255632,293.992641
000242.jpg,tub,923.268456,1184.43666,83.228062,658.161395
000242.jpg,large_sink,1940.143544,2136.229544,474.93995,667.92395
000242.jpg,sink,1176.050888,1455.838088,84.366417,225.553617
000242.jpg,coffee_table,1952.053122,2137.333123,689.994142,875.634141
000242.jpg,large_sofa,92.412415,291.732415,1308.033368,1781.068568
000734.jpg,bed,1003.525765,1483.996716,1061.074656,1369.429483
000734.jpg,bed,1005.550133,1486.021083,1533.36051,1841.715337
000734.jpg,large_sink,321.623491,491.03425,2197.283706,2369.564604
000734.jpg,twin_sink,1497.671369,1660.92908,1402.225532,1861.1349
000734.jpg,coffee_table,2013.945564,2184.771362,1691.984437,1862.502608
000734.jpg,round_table,1684.704703,2104.914343,784.818281,1204.064944
000734.jpg,large_sofa,2289.070257,2486.542257,162.914968,634.102168
000734.jpg,coffee_table,2768.634771,2936.298771,2218.463132,2385.800047
000734.jpg,small_sofa,937.22743,1126.356063,1976.143945,2185.098395
000734.jpg,small_sofa,1792.665993,2108.837515,163.660195,473.400573
000734.jpg,tub,100.713286,328.992217,2196.673765,2700.057323
000734.jpg,sink,323.434608,609.793539,2554.411601,2697.857144
000734.jpg,large_sink,2763.622221,2937.942638,2575.006735,2752.324267
000734.jpg,coffee_table,1317.693997,1485.971842,1365.018824,1533.933746
000913.jpg,large_sink,2551.439966,2748.896966,1659.51438,1853.79938
000913.jpg,small_sofa,3235.812602,3473.981854,1468.211513,1727.249522
000913.jpg,armchair,3039.094862,3326.354649,533.618696,829.355501
000913.jpg,small_sink,2593.58088,2747.819377,1363.24467,1561.494663
000913.jpg,sink,3521.164003,3907.990919,515.248486,709.187126
000913.jpg,round_table,1564.713955,2035.597355,368.616004,840.451004
000913.jpg,large_sofa,191.449578,666.139378,182.48607,383.11507
000913.jpg,armchair,193.510791,511.242444,600.310468,908.271971
000913.jpg,coffee_table,191.963328,399.537637,1017.107925,1225.061327
000913.jpg,coffee_table,2522.865226,2730.510046,1130.292955,1337.677303
000913.jpg,coffee_table,2789.460407,2994.896506,1647.698274,1853.533408
000913.jpg,small_sofa,3031.517141,3324.565013,911.663553,1216.967246
000913.jpg,armchair,1400.051834,1724.35898,1529.179476,1854.420166
000812.jpg,coffee_table,49.09511,278.650306,573.734673,803.743505
000812.jpg,tub,1213.637727,1420.046816,353.255575,807.112446
000812.jpg,coffee_table,1693.5919,1859.063799,526.008837,691.803321
000812.jpg,sink,2180.663018,2343.014933,174.145994,498.917577
000812.jpg,dining_table,3121.425949,3476.050376,228.010694,628.571127
000812.jpg,large_sofa,4058.697427,4256.505836,86.324239,557.84788
000812.jpg,coffee_table,827.392456,1024.906004,1179.307707,1377.209363
000812.jpg,bed,48.489968,266.92998,837.467103,1176.409929
000812.jpg,armchair,273.884344,564.568064,501.550017,802.55169
000812.jpg,coffee_table,45.989368,275.544565,1604.447612,1834.456443
000812.jpg,small_sofa,270.698268,585.400078,1527.766472,1834.937882
000812.jpg,bed,49.01921,387.962036,72.204599,290.644611
000812.jpg,bed,1437.431432,1655.871444,1121.809062,1460.751888
000812.jpg,bed,1648.897574,1867.337586,1121.303309,1460.246134
000812.jpg,coffee_table,1915.255033,2144.810229,1609.314981,1839.323812
